"<h3>Currency Exchange Settings Help</h3>
<p>There are 3 variables that could be used within the endpoint, result key and in values of the parameter.</p>
<p>Exchange rate between {from_currency} and {to_currency} on {transaction_date} is fetched by the API.</p>
<p>Example: If your endpoint is exchange.com/2021-08-01, then, you will have to input exchange.com/{transaction_date}</p>","<h3>Aide sur les paramètres de change</h3>
<p>Trois variables peuvent être utilisées dans le point final, la clé de résultat et les valeurs du paramètre.</p>
<p>Le taux de change entre {from_currency} et {to_currency} sur {transaction_date} est récupéré par l'API.</p>
<p>Exemple : Si votre point de terminaison est exchange.com/2021-08-01, vous devrez saisir exchange.com/{transaction_date}. </p>",
"<h4>Body Text and Closing Text Example</h4>

<div>We have noticed that you have not yet paid invoice {{sales_invoice}} for {{frappe.db.get_value(""Currency"", currency, ""symbol"")}} {{outstanding_amount}}. This is a friendly reminder that the invoice was due on {{due_date}}. Please pay the amount due immediately to avoid any further dunning cost.</div>

<h4>How to get fieldnames</h4>

<p>The fieldnames you can use in your template are the fields in the document. You can find out the fields of any documents via Setup &gt; Customize Form View and selecting the document type (e.g. Sales Invoice)</p>

<h4>Templating</h4>

<p>Templates are compiled using the Jinja Templating Language. To learn more about Jinja, <a class=""strong"" href=""http://jinja.pocoo.org/docs/dev/templates/"">read this documentation.</a></p>","<h4>Exemple de texte principal et de texte de clôture</h4>

<div>Nous avons remarqué que vous n'avez pas encore payé la facture {{sales_invoice}} d'un montant de {{frappe.db.get_value(""Currency"", currency, ""symbol"")}} {{outstanding_amount}}. Ceci est un rappel amical que la facture était due le {{due_date}}. Veuillez payer le montant dû immédiatement pour éviter tout coût de relance supplémentaire.</div>

<h4>Comment obtenir les noms de champs</h4>

<p>Les noms de champs que vous pouvez utiliser dans votre modèle sont les champs du document. Vous pouvez découvrir les champs de tout document via Configuration &gt; Personnaliser la vue de formulaire et en sélectionnant le type de document (ex. Facture de vente)</p>

<h4>Modèles</h4>

<p>Les modèles sont compilés en utilisant le langage de modèles Jinja. Pour en savoir plus sur Jinja, <a class=""strong"" href=""http://jinja.pocoo.org/docs/dev/templates/"">lisez cette documentation.</a></p>",
"<h5 class=""text-muted uppercase"">Or</h5>","<h5 class=""text-muted uppercase"">Ou</h5>",
"<label class=""control-label"" style=""margin-bottom: 0px;"">Date Settings</label>","<label class=""control-label"" style=""margin-bottom: 0px;"">Paramètres de date</label>",
"A Price List is a collection of Item Prices either Selling, Buying, or both","Une liste de prix est une liste de prix d'articles à la vente, à l'achat, ou les deux",
"A Product or a Service that is bought, sold or kept in stock.","Un Produit ou un Service acheté, vendu ou conservé en stock.",
A condition for a Shipping Rule,Une condition pour une règle d’Expédition,
A customer must have primary contact email.,Un client doit avoir un courriel de contact principal.,
A logical Warehouse against which stock entries are made.,Entrepôt logique pour lequel des entrées en stock sont effectuées.,
A third party distributor / dealer / commission agent / affiliate / reseller who sells the companies products for a commission.,Un distributeur / revendeur / commissionnaire / affilié / revendeur tiers qui vend les produits de l'entreprise moyennant une commission.,
A+,A +,
A-,A-,
A4,A4,
AB+,AB+,
AB-,AB-,
ACC-PINV-.YYYY.-,ACC-PINV-YYYY.-,
AMC Expiry Date,Date d'Expiration CMA,
API,API,
API Details,API Details,
API Endpoint,API Endpoint,
API Key,Clé API,
AWB Number,Numéro AWB,
Abbr,Abréviation,
Abbreviation,Abréviation,
About,A Propos,
Academics User,Utilisateur académique,
Acceptance Criteria Formula,Critères d'acceptation de la formule,
Acceptance Criteria Value,Critères d'acceptation valeur,
Accepted Qty,Quantité acceptée,
Accepted Qty in Stock UOM,Quantité acceptée en UOM de Stock,
Accepted Quantity,Quantité Acceptée,
Accepted Warehouse,Entrepôt Accepté,
Access Key,Clé d'accès,
According to CEFACT/ICG/2010/IC013 or CEFACT/ICG/2010/IC010,Selon CEFACT/ICG/2010/IC013 ou CEFACT/ICG/2010/IC010,
Account Balance,Solde du Compte,
Account Closing Balance,Solde de clôture du compte,
Account Currency,Compte Devise,
Account Currency (From),Devise du cpte client (From),
Account Currency (To),Devise du compte (à),
Account Details,Détails du compte,
Account Head,Compte comptable principal,
Account Manager,Gestionnaire de la comptabilité,
Account Name,Nom du Compte,
Account Number,Numéro de compte,
Account Opening Balance,Solde d'ouverture du compte,
Account Paid From,Compte Payé Du,
Account Paid To,Compte Payé Au,
Account Subtype,Sous-type de compte,
Account Type,Type de compte,
Account for Change Amount,Compte pour le Rendu de Monnaie,
Accounting,Comptabilité,
Accounting Details,Détails Comptable,
Accounting Dimension,Dimension comptable,
Accounting Dimension Detail,Détail de la dimension comptable,
Accounting Dimensions,Dimensions comptables,
Accounting Dimensions ,Dimensions comptables,
Accounting Dimensions Filter,Filtre de dimensions comptables,
Accounting Entries,Écritures Comptables,
Accounting Period,Période comptable,
Accounts,Comptes,
Accounts Closing,Clôture,
Accounts Frozen Till Date,Comptes gelés jusqu'au,
Accounts Payable,Comptes Créditeurs,
Accounts Payable Summary,Résumé des Comptes Créditeurs,
Accounts Receivable,Comptes débiteurs,
Accounts Receivable Credit Account,Compte de crédit débiteur,
Accounts Receivable Discounted Account,Compte escompté des comptes débiteurs,
Accounts Receivable Summary,Résumé des Comptes Débiteurs,
Accounts Receivable Unpaid Account,Comptes débiteurs non payés,
Accounts Receivable/Payable,Comptes débiteurs / créditeurs,
Accounts Settings,Paramètres de comptabilité,
Accounts to Merge,Comptes à fusionner,
Accumulated Depreciation,Amortissement Cumulé,
Accumulated Depreciation Account,Compte d'Amortissement Cumulé,
Accumulated Depreciation Amount,Montant d'Amortissement Cumulé,
Acquisition Date,Date d'Aquisition,
Action,Action,
Action If Quality Inspection Is Not Submitted,Action si l'inspection qualité n'est pas soumise,
Action If Quality Inspection Is Rejected,Action si l'inspection qualité est rejetée,
Action If Same Rate is Not Maintained,Action si le même taux n'est pas maintenu,
Action if Accumulated Monthly Budget Exceeded on Actual,Mesure à prendre si le budget mensuel accumulé est dépassé,
Action if Accumulated Monthly Budget Exceeded on MR,Mesure à prendre si le budget mensuel accumulé est dépassé avec les requêtes de matériel,
Action if Accumulated Monthly Budget Exceeded on PO,Mesure à prendre si le budget mensuel accumulé a été dépassé avec les bons de commande d'achat,
Action if Annual Budget Exceeded on Actual,Action si le budget annuel est dépassé par rapport aux dépenses réelles,
Action if Annual Budget Exceeded on MR,Action à réaliser si le budget annuel est dépassé avec les demandes de matériel,
Action if Annual Budget Exceeded on PO,Action si le budget annuel a été dépassé avec les bons de commande d'achat,
Action on New Invoice,Action sur la nouvelle facture,
Actions,Actions,
Actions performed,Actions réalisées,
Active Status,Statut actif,
Activities,Activités,
Activity Cost,Coût de l'Activité,
Activity Type,Type d'activité,
Actual,Réel,
Actual Batch Quantity,Quantité réelle de lot,
Actual Date,Date Réelle,
Actual End Date,Date de Fin Réelle,
Actual End Date (via Timesheet),Date de Fin Réelle (via la Feuille de Temps),
Actual End Time,Heure de Fin Réelle,
Actual Operating Cost,Coût d'Exploitation Réel,
Actual Operation Time,Temps d'Exploitation Réel,
Actual Qty,Quantité Réelle,
Actual Qty (at source/target),Qté Réelle (à la source/cible),
Actual Qty in Warehouse,Quantité réelle en entrepôt,
Actual Start Date,Date de Début Réelle,
Actual Start Date (via Timesheet),Date de Début Réelle (via la feuille de temps),
Actual Start Time,Heure de Début Réelle,
Actual Time,Heure actuelle,
Actual Time and Cost,Temps et Coût Réels,
Actual Time in Hours (via Timesheet),Temps Réel (en Heures),
Add Corrective Operation Cost in Finished Good Valuation,Ajouter des opérations de correction de coût pour la valorisation des produits finis,
Add Local Holidays,Ajouter des jours fériés locaux,
Add Manually,Ajouter manuellement,
Add Or Deduct,Ajouter ou déduire,
Add Quote,Ajouter une proposition,
Add Raw Materials,Ajouter des matières premières,
Add Serial / Batch Bundle,Ajouter une série / un lot,
Add Serial / Batch No,Ajouter une série / numéro de lot,
Add Serial / Batch No (Rejected Qty),Ajouter numéro de série / numéro de lot (Qté rejetée),
Add Weekly Holidays,Ajouter des vacances hebdomadaires,
Add or Deduct,Ajouter ou Déduire,
Add to Holidays,Ajouter aux vacances,
Add to Transit,Ajouter aux marchandises en transit,
Added By,Ajouté par,
Added On,Ajouté le,
Additional Asset Cost,Coût d'actif supplémentaire,
Additional Cost,Frais Supplémentaire,
Additional Cost Per Qty,Coût supplémentaire par quantité,
Additional Costs,Frais Supplémentaires,
Additional Data,Données supplémentaires,
Additional Details,Détails Supplémentaires,
Additional Discount,Remise Supplémentaire,
Additional Discount Amount,Montant de la remise supplémentaire,
Additional Discount Amount (Company Currency),Montant de la Remise Supplémentaire (Devise de la Société),
Additional Discount Percentage,Pourcentage de remise supplémentaire,
Additional Info,Infos supplémentaires,
Additional Information,Information additionnelle,
Additional Notes,Notes complémentaires,
Additional Operating Cost,Coût d'Exploitation Supplémentaires,
Additional information regarding the customer.,Informations supplémentaires concernant le client.,
Address & Contact,Adresse &amp; Contact,
Address & Contacts,Adresse &amp; Contacts,
Address Desc,Adresse Desc,
Address HTML,Adresse HTML,
Address Name,Nom de l'Adresse,
Address and Contact,Adresse et Contact,
Address and Contacts,Adresse et contacts,
Address used to determine Tax Category in transactions,Adresse utilisée pour déterminer la catégorie de taxe dans les transactions,
Advance Account,Compte d'avances,
Advance Amount,Montant de l'Avance,
Advance Payment Date,Date du paiement anticipé,
Advance Payment Status,Statut de l'acompte,
Advance Payments,Paiements Anticipés,
Advance Taxes and Charges,Impôts et taxes anticipés,
Advance amount,Montant de l'Avance,
Advance payments allocated against orders will only be fetched,Seul les paiements anticipés alloués aux commandes seront uniquement récupérés,
Advanced Settings,Réglages avancés,
Against,Contre,
Against Account,Contrepartie,
Against Blanket Order,Contre une ordonnance générale,
Against Delivery Note Item,Contre l'article du bon de livraison,
Against Docname,Pour le docName,
Against Doctype,Contre Doctype,
Against Document Detail No,Pour le Détail du Document N°,
Against Document No,Pour le Document N°,
Against Expense Account,Pour le Compte de Charges,
Against Income Account,Pour le Compte de Produits,
Against Sales Invoice,Pour la Facture de Vente,
Against Sales Invoice Item,Pour l'Article de la Facture de Vente,
Against Sales Order,Pour la Commande Client,
Against Sales Order Item,Pour l'Article de la Commande Client,
Against Stock Entry,Contre entrée de stock,
Against Voucher,Pour le Bon,
Against Voucher Type,Pour le Type de Bon,
Ageing Based On,Basé Sur le Vieillissement,
Agenda,Ordre du jour,
Agent Details,Détails de l'agent,
Agent Group,Groupe d'agents,
Algorithm,Algorithme,
All,Tous,
All Activities,Toutes les Activités,
All Activities HTML,Toutes les activités HTML,
All Contact,Tout Contact,
All Customer Contact,Tout Contact Client,
All Employee (Active),Tous les Employés (Actifs),
All Lead (Open),Toutes les pistes (Ouvertes),
All Sales Partner Contact,Tous les Contacts de Partenaires Commerciaux,
All Sales Person,Tous les Commerciaux,
All Sales Transactions can be tagged against multiple Sales Persons so that you can set and monitor targets.,Toutes les transactions de vente peuvent être associées à plusieurs vendeurs afin que vous puissiez définir et surveiller les objectifs.,
All Supplier Contact,Tous les Contacts Fournisseurs,
All the Comments and Emails will be copied from one document to another newly created document(Lead -> Opportunity -> Quotation) throughout the CRM documents.,Tous les commentaires et les courriels seront copiés d'un document à un autre document nouvellement créé (Lead -> Opportunité -> Devis) dans l'ensemble des documents CRM.,
Allocate Advances Automatically (FIFO),Allouer automatiquement les avances (FIFO),
Allocate Payment Based On Payment Terms,Attribuer le paiement en fonction des conditions de paiement,
Allocated,Alloué,
Allocated Amount,Montant alloué,
Allocated amount,Montant alloué,
Allow,Autoriser,
Allow Account Creation Against Child Company,Autoriser la création de compte contre une entreprise enfant,
Allow Alternative Item,Autoriser un article alternatif,
Allow Continuous Material Consumption,Autoriser la consommation continue de matériel,
Allow Excess Material Transfer,Autoriser les transfert de stock supérieurs à l'attendue,
Allow In Returns,Autoriser les retours,
Allow Item To Be Added Multiple Times in a Transaction,Autoriser l'ajout d'un article plusieurs fois dans une transaction,
Allow Lead Duplication based on Emails,Autoriser la duplication des pistes sur la base des courriels,
Allow Negative Stock,Autoriser un Stock Négatif,
Allow Overtime,Autoriser les Heures Supplémentaires,
Allow Production on Holidays,Autoriser la Fabrication pendant les Vacances,
Allow Purchase,Autoriser à l'achat,
Allow Purchase Invoice Creation Without Purchase Order,Autoriser la création de factures d'achat sans Commande d'Achat,
Allow Purchase Invoice Creation Without Purchase Receipt,Autoriser la création de factures d'achat sans Reçu d'Achat,
Allow Purchase Order with Zero Quantity,Autoriser les commandes d'achat avec une quantité à zéro,
Allow Rename Attribute Value,Autoriser le renommage de la valeur de l'attribut,
Allow Request for Quotation with Zero Quantity,Autoriser les devis avec une quantité à zéro,
Allow Resetting Service Level Agreement,Autoriser la réinitialisation de l'accord de niveau de service,
Allow Sales,Autoriser à la vente,
Allow Sales Invoice Creation Without Delivery Note,Autoriser la création de factures de vente sans bon de livraison,
Allow Sales Invoice Creation Without Sales Order,Autoriser la création de factures de vente sans commande client,
Allow Stale Exchange Rates,Autoriser les Taux de Change Existants,
Allow Supplier Quotation with Zero Quantity,Autoriser les devis fournisseurs avec une quantité à zéro,
Allow Zero Rate,Autoriser le montant à zéro,
Allow Zero Valuation Rate,Autoriser un Taux de Valorisation Égal à Zéro,
Allow material consumptions without immediately manufacturing finished goods against a Work Order,Autoriser la consommation sans immédiatement fabriqué les produit fini dans les ordres de fabrication,
Allow multi-currency invoices against single party account ,Autoriser les factures multi-devises en contrepartie d'un seul compte de tiers,
Allow transferring raw materials even after the Required Quantity is fulfilled,Autoriser les transfert  de matiéres premiére mais si la quantité requise est atteinte,
Allowed Dimension,Dimension autorisée,
Allowed Doctypes,DocType autorisés,
Allowed To Transact With,Autorisé à faire affaire avec,
Alternative Item Code,Code de l'article alternatif,
Alternative Item Name,Nom de l'article alternatif,
Always Ask,Toujours demander,
Amount,Montant,
Amount (Company Currency),Montant (Devise de la Société),
Amount Difference,Différence de Montant,
Amount Eligible for Commission,Montant éligible à comission,
Amount In Figure,Montant En Chiffre,
Amount in Account Currency,Montant dans la devise du compte,
Amounts,Montants,
Analytics,Analytique,
Annual Expenses,Charges Annuelles,
Annual Income,Revenu Annuel,
Annual Revenue,CA annuel,
Applicable Charges,Frais Applicables,
Applicable Holiday List,Liste de Vacances Valable,
Applicable Modules,Modules Applicables,
Applicable To (Designation),Applicable À (Désignation),
Applicable To (Employee),Applicable À (Employé),
Applicable To (Role),Applicable À (Rôle),
Applicable To (User),Applicable À (Utilisateur),
Applicable for Countries,Applicable pour les Pays,
Applicable for Users,Applicable aux Utilisateurs,
Applicable for external driver,Applicable pour pilote externe,
Applicable on Material Request,Applicable sur la base des requêtes de matériel,
Applicable on Purchase Order,Applicable sur la base des bons de commande d'achat,
Applicable on booking actual expenses,Applicable sur la base de l'enregistrement des dépenses réelles,
Applies To,S’applique à,
Apply Additional Discount On,Appliquer une Remise Supplémentaire Sur,
Apply Discount On,Appliquer Réduction Sur,
Apply Discount on Discounted Rate,Appliquer une remise sur un prix réduit,
Apply Discount on Rate,Appliquer une réduction sur le prix,
Apply Multiple Pricing Rules,Appliquer plusieurs règles de tarification,
Apply On,Appliquer Sur,
Apply Putaway Rule,Appliquer la règle de routage d'entrée en stock,
Apply Rule On Brand,Appliquer la règle sur la marque,
Apply Rule On Item Code,Appliquer la règle sur le code d'article,
Apply Rule On Item Group,Appliquer une règle sur un groupe d'articles,
Apply Rule On Other,Appliquer la règle sur autre,
Apply SLA for Resolution Time,Appliquer l'accord de niveau de service (SLA) pour le délai de résolution,
Apply to Document,Appliquer au document,
Appointment,Rendez-Vous,
Appointment Booking Settings,Paramètres de réservation de rendez-vous,
Appointment Booking Slots,Horaires de prise de rendez-vous,
Appointment Details,Détails du rendez-vous,
Appointment Duration (In Minutes),Durée du rendez-vous (en minutes),
Appointment With,Rendez-vous avec,
Approving Role (above authorized value),Rôle Approbateur (valeurs autorisées ci-dessus),
Approving User  (above authorized value),Utilisateur Approbateur (valeurs autorisées ci-dessus),
Area,Région,
Area UOM,Unité de mesure de la surface,
As per Stock UOM,Selon UdM du Stock,
Assembly Items,Articles d'assemblage,
Asset,Actif - Immo.,
Asset Account,Compte d'actif,
Asset Category,Catégorie d'Actif,
Asset Category Account,Compte de Catégorie d'Actif,
Asset Category Name,Nom de Catégorie d'Actif,
Asset Depreciation Cost Center,Centre de Coûts de l'Amortissement d'Actifs,
Asset Depreciation Ledger,Livre d'Amortissements d'Actifs,
Asset Depreciations and Balances,Amortissements et Soldes d'Actif,
Asset Details,Détails de l'actif,
Asset Finance Book,Livre comptable d'actifs,
Asset Location,Localisation de l'actif,
Asset Maintenance,Maintenance des actifs,
Asset Maintenance Log,Journal de Maintenance des Actifs,
Asset Maintenance Task,Tâche de Maintenance des Actifs,
Asset Maintenance Team,Équipe de Maintenance des Actifs,
Asset Movement,Mouvement d'Actif,
Asset Movement Item,Élément de mouvement d'actif,
Asset Name,Nom de l'Actif,
Asset Naming Series,Masque de numérotation de l'actif,
Asset Owner,Propriétaire de l'Actif,
Asset Owner Company,Société Propriétaire de l'Actif,
Asset Quantity,Quantité de l'actif,
Asset Received But Not Billed,Actif reçu mais non facturé,
Asset Repair,Réparation d'Actif,
Asset Settings,Paramètres des actifs,
Asset Status,Statut de l'actif,
Asset Value,Valeur d'actif,
Asset Value Adjustment,Ajustement de la valeur des actifs,
Assets,Actifs - Immo.,
Assign To,Attribuer À,
Assign to Name,Attribuer au nom,
Assignment Conditions,Conditions d'affectation,
Attach custom Chart of Accounts file,Joindre un fichier de plan comptable personnalisé,
Attachment,Pièce jointe,
Attendance & Leaves,Présences et congés,
Attendance Device ID (Biometric/RF tag ID),Périphérique d'assistance (identifiant d'étiquette biométrique / RF),
Attribute,Attribut,
Attribute Name,Nom de l'Attribut,
Attribute Value,Valeur de l'Attribut,
Auditor,Auditeur,
Authorised By,Autorisé par,
Authorization Control,Contrôle d'Autorisation,
Authorization Rule,Règle d'Autorisation,
Authorized Value,Valeur Autorisée,
Auto Create Assets on Purchase,Création automatique d'actifs à l'achat,
Auto Created,Créé automatiquement,
Auto Creation of Contact,Création automatique d'un contact,
Auto Insert Item Price If Missing,Création du prix de l'article dans les listes de prix si absent,
Auto Material Request,Demande de Matériel Automatique,
Auto Name,Nom Auto,
Auto Opt In (For all customers),Adhésion automatique (pour tous les clients),
Auto Reconcile Payments,Rapprochement automatique des paiements,
Auto Reconciliation Job Trigger,Déclencheur de tâche de rapprochement automatique,
Auto Repeat,Répétition automatique,
Auto Repeat Detail,Détail de la Répétition Automatique,
Auto Reserve Serial and Batch Nos,Réserver automatiquement des numéros de série et de lot,
Auto close Opportunity Replied after the no. of days mentioned above,Fermeture automatique de l'opportunité de réponse après le nombre de jours mentionné ci-dessus.,
Auto re-order,Re-commande auto,
Automatically Add Taxes and Charges from Item Tax Template,Ajouter automatiquement des taxes et des frais à partir du modèle de taxe à la pièce,
Automatically Create New Batch,Créer un Nouveau Lot Automatiquement,
Automatically Process Deferred Accounting Entry,Traiter automatiquement l'écriture comptable différée,
Availability Of Slots,Disponibilité des emplacements,
Available Batch Qty at From Warehouse,Qté de Lot Disponible Depuis l'Entrepôt,
Available Batch Qty at Warehouse,Qté de lot disponible à l'Entrepôt,
Available Batch Report,Rapport de lots disponibles,
Available Qty,Qté disponible,
Available Qty at Source Warehouse,Qté Disponible à l'Entrepôt Source,
Available Qty at WIP Warehouse,Qté disponible à l'Entrepôt de Travaux en Cours,
Available Qty at Warehouse,Qté Disponible à l'Entrepôt,
Available Quantity,quantité disponible,
Available Stock for Packing Items,Stock Disponible pour les Articles d'Emballage,
Average Discount,Remise Moyenne,
Average Response Time,Temps de réponse moyen,
Average time taken by the supplier to deliver,Délai moyen de livraison par le fournisseur,
B+,B +,
B-,B-,
BOM,Nomenclature,
BOM Comparison Tool,Outil de comparaison de nomenclature,
BOM Created,Nomenclature créée,
BOM Creator,Créateur de nomenclature,
BOM Creator Item,Créateur de nomenclature d'article,
BOM Detail No,N° de Détail de la nomenclature,
BOM Explorer,Explorateur de nomenclature,
BOM Explosion Item,Article Eclaté en nomenclature,
BOM Info,Informations sur la nomenclature,
BOM Item,Article de la nomenclature,
BOM No,N° Nomenclature,
BOM No (For Semi-Finished Goods),Numéro de nomenclature (pour les produits semi-finis),
BOM No. for a Finished Good Item,N° de nomenclature pour un d’Article (Produit Fini),
BOM Operation,Opération de la nomenclature (gamme),
BOM Operations Time,Temps de fonctionnement de la nomenclature,
BOM Search,Recherche nomenclature,
BOM Tree,Arborescence de la nomenclature,
BOM Update Batch,Mise à jour en lot des nomenclatures,
BOM Update Log,Journal de mise à jour de la nomenclature,
BOM Update Tool,Outil de mise à jour des Nomenclatures,
BOM Variance Report,Rapport de variance par nomenclature,
BOM Website Item,Article de nomenclature du Site Internet,
BOM Website Operation,Opération de nomenclature du Site Internet,
BOM and Production,Nomenclature et Production,
BOMs Updated,Nomenclatures mises à jour,
Backflush Raw Materials Based On,Enregistrer les Matières Premières sur la Base de,
Backflush Raw Materials From Work-in-Progress Warehouse,Rembourrage des matières premières dans l'entrepôt de travaux en cours,
Backflush Raw Materials of Subcontract Based On,Sortir rétroactivement les matières premières d'un contrat de sous-traitance sur la base de,
Balance In Account Currency,Solde dans la devise du compte,
Balance In Base Currency,Solde en devise de base,
Balance Qty,Solde de la Qté,
Balance Sheet,Bilan,
Balance must be,Solde doit être,
Bank,Banque,
Bank / Cash Account,Compte Bancaire / de Caisse,
Bank A/C No.,N° de Compte Bancaire,
Bank Account,Compte bancaire,
Bank Account Details,Détails de compte en banque,
Bank Account Info,Informations sur le compte bancaire,
Bank Account No,No de compte bancaire,
Bank Account Subtype,Sous-type de compte bancaire,
Bank Account Type,Type de compte bancaire,
Bank Balance,Solde Bancaire,
Bank Charges,Frais bancaires,
Bank Charges Account,Compte de frais bancaires,
Bank Clearance,Liquidation bancaire,
Bank Clearance Detail,Détail de l'apurement bancaire,
Bank Clearance Summary,Bilan des Compensations Bancaires,
Bank Credit Balance,Solde bancaire,
Bank Details,Coordonnées bancaires,
Bank Entry,Écriture Bancaire,
Bank Guarantee,Garantie Bancaire,
Bank Guarantee Number,Numéro de Garantie Bancaire,
Bank Guarantee Type,Type de garantie bancaire,
Bank Name,Nom de la Banque,
Bank Reconciliation Statement,Relevé de Réconciliation Bancaire,
Bank Reconciliation Tool,Outil de réconcialiation d'écritures bancaires,
Bank Statement Import,Importation de relevés bancaires,
Bank Transaction,Transaction bancaire,
Bank Transaction Mapping,Cartographie des transactions bancaires,
Bank Transaction Payments,Paiements bancaires,
Bank/Cash Account,Compte bancaire/espèces,
Banking,Banque,
Barcode Type,Type de code-barres,
Barcodes,Codes-barres,
Base Amount,Montant de base,
Base Amount (Company Currency),Montant de Base (Devise de la Société),
Base Change Amount (Company Currency),Montant de Base à Rendre (Devise de la Société),
Base Cost Per Unit,Coût de base par unité,
Base Hour Rate(Company Currency),Taux Horaire de Base (Devise de la Société),
Base Rate,Cout de base,
Base URL,URL de base,
Based On Payment Terms,Basé sur les conditions de paiement,
Based On Price List,Basé sur la liste de prix,
Based On Value,critére de restriction,
Basic Amount,Montant de Base,
Basic Rate (Company Currency),Prix de Base (Devise de la Société ),
Basic Rate (as per Stock UOM),Prix de base (comme l’UdM du Stock),
Batch,Lot,
Batch Description,Description du Lot,
Batch Details,Détails du lot,
Batch ID,ID du Lot,
Batch Item Expiry Status,Statut d'Expiration d'Article du Lot,
Batch No,N° du Lot,
Batch No.,N° du Lot.,
Batch Number Series,Série de numéros de lots,
Batch Quantity,Quantité par lots,
Batch Size,Taille du lot,
Batch UOM,UdM par lots,
Batch and Serial No,N° de lot et de série,
Batch-Wise Balance History,Historique de Balance des Lots,
