Duration,ระยะเวลา,
Duration (Days),ระยะเวลา (วัน),
Dynamic Condition,เงื่อนไขไดนามิก,
ERPNext User ID,รหัสผู้ใช้ ERPNext,
Each Transaction,แต่ละธุรกรรม,
Edit Posting Date and Time,แก้ไขวันที่และเวลาการโพสต์,
Education,การศึกษา,
Educational Qualification,คุณวุฒิทางการศึกษา,
Electric,ไฟฟ้า,
Electricity down,ไฟฟ้าดับ,
Electronic Invoice Register,ทะเบียนใบแจ้งหนี้อิเล็กทรอนิกส์,
Email,อีเมล,
Email Account,บัญชีอีเมล,
Email Address,ที่อยู่อีเมล,
Email Campaign,แคมเปญอีเมล,
Email Details,รายละเอียดอีเมล,
Email Digest,สรุปอีเมล,
Email Digest Recipient,ผู้รับสรุปอีเมล,
Email Digest Settings,การตั้งค่าสรุปอีเมล,
Email Group,กลุ่มอีเมล,
Email ID,รหัสอีเมล,
Email Id,รหัสอีเมล,
Email Sent,ส่งอีเมลแล้ว,
Email Settings,การตั้งค่าอีเมล,
Email Template,แม่แบบอีเมล,
Email sent to,ส่งอีเมลถึง,
Emergency Contact,ผู้ติดต่อฉุกเฉิน,
Emergency Contact Name,ชื่อผู้ติดต่อฉุกเฉิน,
Emergency Phone,โทรศัพท์ฉุกเฉิน,
Employee,พนักงาน,
Employee Advance,เงินล่วงหน้าพนักงาน,
Employee Detail,รายละเอียดพนักงาน,
Employee Education,การศึกษาของพนักงาน,
Employee External Work History,ประวัติการทำงานภายนอกของพนักงาน,
Employee Group,กลุ่มพนักงาน,
Employee Group Table,ตารางกลุ่มพนักงาน,
Employee Internal Work History,ประวัติการทำงานภายในของพนักงาน,
Employee Name,ชื่อพนักงาน,
Employee Number,หมายเลขพนักงาน,
Employee User Id,รหัสผู้ใช้พนักงาน,
Enable Appointment Scheduling,เปิดใช้งานการจัดตารางนัดหมาย,
Enable Auto Email,เปิดใช้งานอีเมลอัตโนมัติ,
Enable Automatic Party Matching,เปิดใช้งานการจับคู่ฝ่ายอัตโนมัติ,
Enable Capital Work in Progress Accounting,เปิดใช้งานการบัญชีงานทุนระหว่างดำเนินการ,
Enable Common Party Accounting,เปิดใช้งานการบัญชีฝ่ายทั่วไป,
Enable Deferred Expense,เปิดใช้งานค่าใช้จ่ายรอตัดบัญชี,
Enable Deferred Revenue,เปิดใช้งานรายได้รอตัดบัญชี,
Enable European Access,เปิดใช้งานการเข้าถึงในยุโรป,
Enable Fuzzy Matching,เปิดใช้งานการจับคู่แบบคลุมเครือ,
Enable Health Monitor,เปิดใช้งานตัวตรวจสอบสุขภาพ,
Enable Immutable Ledger,เปิดใช้งานบัญชีแยกประเภทที่ไม่เปลี่ยนแปลง,
Enable Perpetual Inventory,เปิดใช้งานสินค้าคงคลังถาวร,
Enable Provisional Accounting For Non Stock Items,เปิดใช้งานการบัญชีชั่วคราวสำหรับรายการที่ไม่ใช่สต็อก,
Enable Stock Reservation,เปิดใช้งานการจองสต็อก,
Enable YouTube Tracking,เปิดใช้งานการติดตาม YouTube,
Enable it if users want to consider rejected materials to dispatch.,เปิดใช้งานหากผู้ใช้ต้องการพิจารณาวัสดุที่ถูกปฏิเสธสำหรับการจัดส่ง,
Enable this checkbox even if you want to set the zero priority,เปิดใช้งานช่องทำเครื่องหมายนี้แม้ว่าคุณต้องการตั้งค่าลำดับความสำคัญเป็นศูนย์,
"Enable this option to calculate daily depreciation by considering the total number of days in the entire depreciation period, (including leap years) while using daily pro-rata based depreciation",เปิดใช้งานตัวเลือกนี้เพื่อคำนวณค่าเสื่อมรายวันโดยพิจารณาจำนวนวันทั้งหมดในช่วงค่าเสื่อมทั้งหมด (รวมถึงปีอธิกสุรทิน) ในขณะที่ใช้ค่าเสื่อมตามสัดส่วนรายวัน,
Enabled,เปิดใช้งานแล้ว,
Enabling the check box will fetch timesheet on select of a Project in Sales Invoice,การเปิดใช้งานช่องทำเครื่องหมายจะดึงตารางเวลางานเมื่อเลือกโครงการในใบแจ้งหนี้ขาย,
Enabling this checkbox will force each Job Card Time Log to have From Time and To Time,การเปิดใช้งานช่องทำเครื่องหมายนี้จะบังคับให้แต่ละบันทึกเวลาในบัตรงานมีเวลาเริ่มต้นและเวลาสิ้นสุด,
Enabling this ensures each Purchase Invoice has a unique value in Supplier Invoice No. field within a particular fiscal year,การเปิดใช้งานนี้ทำให้มั่นใจว่าใบแจ้งหนี้ซื้อแต่ละใบมีค่าที่ไม่ซ้ำกันในฟิลด์หมายเลขใบแจ้งหนี้ของผู้จัดจำหน่ายภายในปีงบประมาณที่กำหนด,
Enabling this option will allow you to record - <br><br> 1. Advances Received in a <b>Liability Account</b> instead of the <b>Asset Account</b><br><br>2. Advances Paid in an <b>Asset Account</b> instead of the <b> Liability Account</b>,การเปิดใช้งานตัวเลือกนี้จะช่วยให้คุณบันทึก - <br><br> 1. เงินล่วงหน้าที่ได้รับใน <b>บัญชีหนี้สิน</b> แทนที่จะเป็น <b>บัญชีสินทรัพย์</b><br><br>2. เงินล่วงหน้าที่จ่ายใน <b>บัญชีสินทรัพย์</b> แทนที่จะเป็น <b>บัญชีหนี้สิน</b>,
Enabling this will allow creation of multi-currency invoices against single party account in company currency,การเปิดใช้งานนี้จะอนุญาตให้สร้างใบแจ้งหนี้หลายสกุลเงินกับบัญชีฝ่ายเดียวในสกุลเงินของบริษัท,
End date of current invoice's period,วันที่สิ้นสุดของรอบใบแจ้งหนี้ปัจจุบัน,
End of Life,สิ้นสุดอายุการใช้งาน,
End of the current subscription period,สิ้นสุดรอบการสมัครสมาชิกปัจจุบัน,
Enforce Time Logs,บังคับบันทึกเวลา,
Ensure Delivery Based on Produced Serial No,ตรวจสอบการจัดส่งตามหมายเลขซีเรียลที่ผลิต,
Entity,เอนทิตี,
Entity Type,ประเภทเอนทิตี,
Entry Type,ประเภทการป้อนข้อมูล,
Equity,ส่วนของผู้ถือหุ้น,
Equity/Liability Account,บัญชีทุน/หนี้สิน,
Error,ข้อผิดพลาด,
Error Description,คำอธิบายข้อผิดพลาด,
Error Log,บันทึกข้อผิดพลาด,
Error Message,ข้อความข้อผิดพลาด,
Errors Notification,การแจ้งเตือนข้อผิดพลาด,
Estimated Arrival,การมาถึงโดยประมาณ,
Estimated Cost,ต้นทุนโดยประมาณ,
Estimated Time and Cost,เวลาและต้นทุนโดยประมาณ,
Evaluation Period,ช่วงการประเมิน,
Event,เหตุการณ์,
Example URL,ตัวอย่าง URL,
"Example: ABCD.#####. If series is set and Batch No is not mentioned in transactions, then automatic batch number will be created based on this series. If you always want to explicitly mention Batch No for this item, leave this blank. Note: this setting will take priority over the Naming Series Prefix in Stock Settings.",ตัวอย่าง: ABCD.#####. หากตั้งค่าซีรีส์และไม่ได้ระบุหมายเลขแบทช์ในธุรกรรม หมายเลขแบทช์จะถูกสร้างโดยอัตโนมัติตามซีรีส์นี้ หากคุณต้องการระบุหมายเลขแบทช์สำหรับรายการนี้โดยชัดเจน ให้เว้นว่างไว้ หมายเหตุ: การตั้งค่านี้จะมีลำดับความสำคัญเหนือคำนำหน้าซีรีส์การตั้งชื่อในการตั้งค่าสต็อก,
Exception Budget Approver Role,บทบาทผู้อนุมัติงบประมาณข้อยกเว้น,
Excessive machine set up time,เวลาตั้งค่าเครื่องจักรที่มากเกินไป,
Exchange Gain / Loss,กำไร/ขาดทุนจากอัตราแลกเปลี่ยน,
Exchange Gain / Loss Account,บัญชีกำไร/ขาดทุนจากอัตราแลกเปลี่ยน,
Exchange Gain Or Loss,กำไรหรือขาดทุนจากอัตราแลกเปลี่ยน,
Exchange Gain/Loss,กำไร/ขาดทุนจากอัตราการแลกเปลี่ยน,
Exchange Rate,อัตราแลกเปลี่ยน,
Exchange Rate Revaluation,การประเมินค่าอัตราแลกเปลี่ยนใหม่,
Exchange Rate Revaluation Account,บัญชีการประเมินค่าอัตราแลกเปลี่ยนใหม่,
Exchange Rate Revaluation Settings,การตั้งค่าการประเมินค่าอัตราแลกเปลี่ยนใหม่,
Excise Entry,รายการภาษีสรรพสามิต,
Excise Page Number,หมายเลขหน้าภาษีสรรพสามิต,
Excluded DocTypes,DocTypes ที่ไม่รวม,
Existing Company,บริษัทที่มีอยู่,
Exit Interview Held On,การสัมภาษณ์ออกจัดขึ้นเมื่อ,
Expected Amount,จำนวนเงินที่คาดหวัง,
Expected Closing Date,วันที่ปิดที่คาดหวัง,
Expected Delivery Date,วันที่ส่งมอบที่คาดหวัง,
Expected End Date,วันที่สิ้นสุดที่คาดหวัง,
Expected Hrs,ชั่วโมงที่คาดหวัง,
Expected Start Date,วันที่เริ่มต้นที่คาดหวัง,
Expected Time (in hours),เวลาที่คาดหวัง (เป็นชั่วโมง),
Expected Time Required (In Mins),เวลาที่ต้องการที่คาดหวัง (เป็นนาที),
Expected Value After Useful Life,มูลค่าที่คาดหวังหลังจากอายุการใช้งาน,
Expense,ค่าใช้จ่าย,
Expense Account,บัญชีค่าใช้จ่าย,
