Additional Operating Cost,تكاليف تشغيل  اضافية,
Additional information regarding the customer.,معلومات إضافية عن الزبون.,
Address & Contact,معلومات الاتصال والعنوان,
Address & Contacts,معلومات الاتصال والعنوان,
Address Desc,معالجة التفاصيل,
Address HTML,عنوان HTML,
Address Name,اسم العنوان,
Address and Contact,العناوين و التواصل,
Address and Contacts,عناوين واتصالات,
Address used to determine Tax Category in transactions,العنوان المستخدم لتحديد فئة الضريبة في المعاملات,
Advance Amount,المبلغ مقدما,
Advance Payments,دفعات مقدمة,
Advance amount,المبلغ مقدما,
Advanced Settings,إعدادات متقدمة,
Against,مقابل,
Against Account,مقابل الحساب,
Against Blanket Order,ضد بطانية النظام,
Against Delivery Note Item,ضد بند مذكرة التسليم,
Against Docname,مقابل المستند,
Against Doctype,DOCTYPE ضد,
Against Document Detail No,مقابل المستند التفصيلى رقم,
Against Document No,مقابل المستند رقم,
Against Expense Account,مقابل حساب المصاريف,
Against Income Account,مقابل حساب الدخل,
Against Sales Invoice,مقابل فاتورة المبيعات,
Against Sales Invoice Item,مقابل بند فاتورة المبيعات,
Against Sales Order,مقابل طلب مبيعات,
Against Sales Order Item,مقابل بند طلب مبيعات,
Against Stock Entry,ضد دخول الأسهم,
Against Voucher,مقابل إيصال,
Against Voucher Type,مقابل إيصال  نوع,
Ageing Based On,العمرعلى أساس,
Agenda,جدول أعمال,
Agent Details,تفاصيل الوكيل,
Agents,عملاء,
All Contact,جميع جهات الاتصال,
All Customer Contact,كافة جهات اتصال العميل,
All Employee (Active),جميع الموظفين (نشط),
All Lead (Open),(جميع الزبائن المحتملين (مفتوح,
All Sales Partner Contact,بيانات الإتصال لكل شركاء البيع,
All Sales Person,كل مندوبي المبيعات,
All Supplier Contact,بيانات اتصال جميع الموردين,
Allocate Advances Automatically (FIFO),تخصيص السلف تلقائيا (الداخل أولا الخارج أولا),
Allocate Payment Based On Payment Terms,تخصيص الدفع على أساس شروط الدفع,
Allocated,تخصيص,
Allocated Amount,المبلغ المخصص,
Allocated amount,المبلغ المخصص,
Allocation,توزيع,
Allow,السماح,
Allow Account Creation Against Child Company,السماح بإنشاء حساب ضد شركة تابعة,
Allow Alternative Item,السماح لصنف بديل,
Allow In Returns,السماح في المرتجعات,
Allow Item To Be Added Multiple Times in a Transaction,السماح بإضافة العنصر عدة مرات في المعاملة,
Allow Negative Stock,السماح بالقيم السالبة للمخزون,
Allow Overtime,تسمح العمل الإضافي,
Allow Production on Holidays,السماح الإنتاج على عطلات,
Allow Purchase Invoice Creation Without Purchase Order,السماح بإنشاء فاتورة الشراء بدون أمر شراء,
Allow Purchase Invoice Creation Without Purchase Receipt,السماح بإنشاء فاتورة الشراء بدون إيصال الشراء,
Allow Rename Attribute Value,السماح بميزة إعادة التسمية,
Allow Resetting Service Level Agreement,السماح بإعادة ضبط اتفاقية مستوى الخدمة,
Allow Sales Invoice Creation Without Delivery Note,السماح بإنشاء فاتورة المبيعات بدون إشعار التسليم,
Allow Sales Invoice Creation Without Sales Order,السماح بإنشاء فاتورة المبيعات بدون طلب مبيعات,
Allow Stale Exchange Rates,السماح لأسعار الصرف الثابتة,
Allow Zero Valuation Rate,السماح بقيمة صفر,
Allowed To Transact With,سمح للاعتماد مع,
Alternative Item Code,رمز الصنف البديل,
Alternative Item Name,اسم الصنف البديل,
Amount,كمية,
Amount (Company Currency),المبلغ (عملة الشركة),
Amount Difference,مقدار الفرق,
Amount In Figure,المبلغ في الشكل,
Analytics,التحليلات,
Annual Expenses,المصروفات السنوية,
Annual Income,الدخل السنوي,
Applicable Charges,الرسوم المطبقة,
Applicable Holiday List,قائمة العطلات القابلة للتطبيق,
Applicable Modules,وحدات قابلة للتطبيق,
Applicable To (Designation),قابلة للتطبيق على (المسمى الوظيفي),
Applicable To (Employee),قابلة للتطبيق على (الموظف),
Applicable To (Role),قابلة للتطبيق على (الدور الوظيفي),
Applicable To (User),قابلة للتطبيق على (المستخدم),
Applicable for Countries,ينطبق على البلدان,
Applicable for Users,ينطبق على المستخدمين,
Applicable for external driver,ينطبق على سائق خارجي,
Applicable on Material Request,ينطبق على طلب المواد,
Applicable on Purchase Order,ينطبق على أمر الشراء,
Applicable on booking actual expenses,ينطبق على الحجز النفقات الفعلية,
Apply Additional Discount On,تطبيق خصم إضافي على,
Apply Discount On,تطبيق تخفيض على,
Apply Discount on Discounted Rate,تطبيق الخصم على السعر المخفض,
Apply Discount on Rate,تطبيق الخصم على السعر,
Apply Multiple Pricing Rules,تطبيق قواعد التسعير متعددة,
Apply On,تنطبق على,
Apply Rule On Brand,تطبيق القاعدة على العلامة التجارية,
Apply Rule On Item Code,تطبيق القاعدة على رمز البند,
Apply Rule On Item Group,تطبيق القاعدة على مجموعة العناصر,
Apply Rule On Other,تطبيق القاعدة على الآخر,
Appointment,موعد,
Appointment Booking Settings,إعدادات حجز المواعيد,
Appointment Booking Slots,حجز موعد الشقوق,
Appointment Details,تفاصيل الموعد,
Appointment Duration (In Minutes),مدة التعيين (بالدقائق),
Appointment With,موعد مع,
Approving Role (above authorized value),الدور الوظيفي الذي لديه صلاحية الموافقة على قيمة اعلى من القيمة المرخص بها,
Approving User  (above authorized value),المستخدم الذي لديه صلاحية الموافقة على قيمة أعلى من القيمة المرخص بها,
Area,منطقة,
Area UOM,وحدة قياس المساحة,
As per Stock UOM,وفقا للأوراق UOM,
Asset,الأصول,
Asset Account,حساب الأصول,
Asset Category,فئة الأصول,
Asset Category Account,حساب فئة الأصول,
Asset Category Name,اسم فئة الأصول,
Asset Depreciation Cost Center,مركز تكلفة إستهلاك الأصول,
Asset Depreciation Ledger,دفتر حسابات استهلاك الأصول,
Asset Depreciations and Balances,إستهلاك الأصول والأرصدة,
Asset Details,تفاصيل الأصول,
Asset Finance Book,كتاب الأصول المالية,
Asset Location,موقع الأصول,
Asset Maintenance,صيانة الأصول,
Asset Maintenance Log,سجل صيانة الأصول,
Asset Maintenance Task,مهمة صيانة الأصول,
Asset Maintenance Team,فريق صيانة الأصول,
Asset Movement,حركة الأصول,
Asset Movement Item,بند حركة الأصول,
Asset Name,اسم الأصول,
Asset Naming Series,سلسلة تسمية الأصول,
Asset Owner,مالك الأصول,
Asset Owner Company,شركة أسيت أونر,
Asset Received But Not Billed,أصل مستلم ولكن غير فاتورة,
Asset Repair,إصلاح الأصول,
Asset Status,حالة الأصول,
Asset Value,قيمة الأصول,
Asset Value Adjustment,تعديل قيمة الأصول,
Assets,الأصول,
Assign To,تكليف إلى,
Assign to Name,تعيين للاسم,
Attach custom Chart of Accounts file,إرفاق ملف مخطط الحسابات المخصص,
Attachment,مرفق,
Attendance Device ID (Biometric/RF tag ID),معرف جهاز الحضور (معرف بطاقة الهوية / RF),
Attribute,سمة,
Attribute Name,السمة اسم,
Attribute Value,السمة القيمة,
Auditor,مدقق الحسابات,
Authorised By,مرخص بها من,
Authorization Control,التحكم في الترخيص,
Authorization Rule,قاعدة الترخيص,
Authorized Value,القيمة المرخص بها,
Auto Create Assets on Purchase,إنشاء الأصول تلقائيًا عند الشراء,
Auto Created,إنشاء تلقائي,
Auto Material Request,طلب مواد تلقائي,
Auto Name,الإسم التلقائي,
Auto Opt In (For all customers),الاشتراك التلقائي (لجميع العملاء),
Auto Repeat,تكرار تلقائي,
Auto Repeat Detail,تكرار تلقائي للتفاصيل,
Auto re-order,إعادة ترتيب تلقائي,
Automatically Add Taxes and Charges from Item Tax Template,إضافة الضرائب والرسوم تلقائيا من قالب الضريبة البند,
Automatically Create New Batch,إنشاء دفعة جديدة تلقائيا,
Automatically Process Deferred Accounting Entry,معالجة الإدخال المؤجل للمحاسبة تلقائيًا,
Availability Of Slots,توافر فتحات,
Available Batch Qty at From Warehouse,متوفر (كمية باتش) عند (من المخزن),
Available Batch Qty at Warehouse,الكمية المتاحة من الباتش فى المخزن,
Available Qty,الكمية المتاحة,
Available Qty at Source Warehouse,الكمية المتاحة في مستودع المصدر,
Available Qty at WIP Warehouse,الكمية المتوفرة في مستودع ويب,
Available Qty at Warehouse,الكمية المتاحة في مستودع,
Available Quantity,الكمية المتوفرة,
Available Stock for Packing Items,المخزون المتاج للأصناف المعبأة,
Average Discount,متوسط الخصم,
Average Response Time,متوسط وقت الاستجابة,
Average time taken by the supplier to deliver,متوسط الوقت المستغرق من قبل المورد للتسليم,
BOM,قائمة مكونات المواد,
BOM Comparison Tool,أداة مقارنة BOM,
BOM Detail No,رقم تفاصيل فاتورة الموارد,
BOM Explosion Item,قائمة المواد للصنف المفصص,
BOM Item,صنف قائمة المواد,
BOM No,رقم قائمة مكونات المواد,
BOM No. for a Finished Good Item,رقم فاتورة الموارد لغرض جيد,
BOM Operation,عملية قائمة المواد,
BOM Operations Time,وقت عمليات BOM,
BOM Search,BOM البحث,
BOM Update Tool,أداة تحديث بوم,
BOM Variance Report,تقرير الفرق BOM,
BOM Website Item,صنف الموقع الالكتروني بقائمة المواد,
BOM Website Operation,عملية الموقع الالكتروني بقائمة المواد,
Backflush Raw Materials Based On,Backflush المواد الخام مبني على,
Backflush Raw Materials From Work-in-Progress Warehouse,المواد الخام Backflush من مستودع في التقدم في العمل,
Backflush Raw Materials of Subcontract Based On,Backflush المواد الخام من العقد من الباطن,
Balance In Account Currency,التوازن في حساب العملة,
Balance In Base Currency,التوازن في العملة الأساسية,
Balance Qty,كمية الرصيد,
Balance Sheet,المركز المالي,
Balance must be,يجب أن يكون الرصيد,
Bank,مصرف,
Bank / Cash Account,البنك حساب / النقدية,
Bank A/C No.,رقم الحساب المصرفي.,
Bank Account,حساب مصرفي,
Bank Account Details,تفاصيل الحساب البنكي,
Bank Account Info,معلومات الحساب البنكي,
Bank Account Subtype,النوع الفرعي للحساب المصرفي,
Bank Account Type,نوع الحساب المصرفي,
Bank Balance,الرصيد المصرفي,
Bank Charges,الرسوم المصرفية,
Bank Charges Account,حساب الرسوم البنكية,
Bank Clearance,تخليص البنك,
Bank Clearance Detail,تفاصيل التخليص المصرفي,
Bank Clearance Summary,ملخص التخليص البنكى,
Bank Credit Balance,رصيد رصيد البنك,
Bank Details,تفاصيل البنك,
Bank Entry,حركة بنكية,
Bank Guarantee,ضمان بنكي,
Bank Guarantee Number,رقم ضمان البنك,
Bank Guarantee Type,نوع الضمان المصرفي,
Bank Reconciliation Statement,بيان تسوية حساب بنكية,
Bank Transaction,المعاملات المصرفية,
Bank Transaction Mapping,رسم المعاملات المصرفية,
Bank Transaction Payments,مدفوعات المعاملات المصرفية,
Banking,الخدمات المصرفية,
Barcode Type,نوع الباركود,
Barcodes,الباركود,
Base Amount (Company Currency),المبلغ الأساسي (عملة الشركة ),
Base Change Amount (Company Currency),مدى تغيير المبلغ الأساسي (عملة الشركة ),
Base Hour Rate(Company Currency),سعر الساعة الأساسي (عملة الشركة),
Base URL,الرابط الأساسي,
Based On Payment Terms,بناء على شروط الدفع,
Based On Price List,على أساس قائمة الأسعار,
Basic Amount,المبلغ الأساسي,
Basic Rate (Company Currency),سعر أساسي (عملة الشركة),
Basic Rate (as per Stock UOM),التسعير الاساسي استنادأ لوحدة القياس,
Batch,الدفعات,
Batch Description,وصف الباتش,
Batch Details,تفاصيل الدفعة,
Batch ID,هوية الباتش,
Batch Item Expiry Status,حالة انتهاء صلاحية الدفعة الصنف,
Batch No,رقم دفعة,
Batch Number Series,سلسلة رقم الدفعة,
Batch Quantity,كمية الدفعة,
Batch Size,حجم الدفعة,
Batch UOM,دفعة UOM,
Batch-Wise Balance History,دفعة الحكيم التاريخ الرصيد,
Before reconciliation,قبل المصالحة,
Bill Date,تاريخ الفاتورة,
Bill No,رقم الفاتورة,
Billed,تمت الفوترة,
Billed Amount,القيمة المقدم فاتورة بها,
Billed Amt,فوترة AMT,
Billed Qty,الفواتير الكمية,
Billing,الفواتير,
Billing Address,العنوان الذي ترسل به الفواتير,
Billing Address Name,اسم عنوان تقديم الفواتير,
Billing Amount,قيمة الفواتير,
Billing City,مدينة الفوترة,
Billing Country,بلد إرسال الفواتير,
Billing County,إقليم الفواتير,
Billing Currency,الفواتير العملات,
Billing Details,تفاصيل الفاتورة,
Billing Email,البريد الالكتروني لقوائم الدفع,
Billing Hours,ساعات الفواتير,
Billing Interval,فواتير الفوترة,
Billing Interval Count,عدد الفواتير الفوترة,
Billing Rate,سعر الفوترة,
Billing State,الدولة الفواتير,
Billing Status,حالة الفواتير,
Billing Zipcode,الرمز البريدي للفواتير,
Bin,صندوق,
Bio / Cover Letter,السيرة الذاتية / رسالة الغلاف,
Blanket Order,أمر بطانية,
Blanket Order Item,صنف أمر بطانية,
Blanket Order Rate,بطالة سعر النظام,
Block Supplier,كتلة المورد,
Blog Subscriber,مدونه المشترك,
Blood Group,فصيلة الدم,
Body Text,نص أساسي,
Body and Closing Text Help,النص الأساسي والنص الختامي تعليمات,
Book Asset Depreciation Entry Automatically,كتاب اهلاك الأُصُول المدخلة تلقائيا,
Book Deferred Entries Based On,حجز إدخالات مؤجلة على أساس,
Book Deferred Entries Via Journal Entry,كتاب مؤجل إدخالات عن طريق إدخال دفتر اليومية,
Booked,حجز,
Booked Fixed Asset,حجز الأصول الثابتة,
Both,على حد سواء,
Branch,فرع,
Branch Code,رمز الفرع,
Brand Defaults,افتراضيات العلامة التجارية,
Brand Name,العلامة التجارية اسم,
Breakdown,انهيار,
Budget,ميزانية,
Budget Account,حساب الميزانية,
Budget Against,الميزانية مقابل,
Budget Amount,قيمة الميزانية,
Budget Detail,تفاصيل الميزانية,
Budget Variance Report,تقرير إنحرافات الموازنة,
Busy,مشغول,
Buying,المشتريات,
Buying Settings,إعدادات الشراء,
Bypass Credit Limit Check at Sales Order,تجاوز الحد الائتماني في طلب المبيعات,
CC,نسخة,
CC To,CC إلى,
CRM,إدارة علاقات الزبائن,
Calculate Based On,إحسب الربح بناء على,
Calculate Depreciation,حساب الاهلاك,
Calculate Estimated Arrival Times,حساب أوقات الوصول المقدرة,
Calculations,العمليات الحسابية,
Calendar Event,حدث التقويم,
Calibration,معايرة,
Call Details,تفاصيل المكالمة,
Call Duration in seconds,مدة المكالمة بالثواني,
Call Log,سجل المكالمات,
Call Summary,ملخص الاتصال,
Campaign Efficiency,كفاءة الحملة,
Campaign Email Schedule,جدول البريد الإلكتروني للحملة,
Campaign Name,اسم الحملة,
Campaign Naming By,حملة التسمية بواسطة,
Campaign Schedules,جداول الحملة,
Cancel At End Of Period,الغاء في نهاية الفترة,
Cancel Subscription After Grace Period,إلغاء الاشتراك بعد فترة السماح,
Cancelation Date,تاريخ الإلغاء,
Capacity,سعة,
Capacity Planning,القدرة على التخطيط,
Capacity Planning For (Days),القدرة على التخطيط لل(أيام),
Capital Work In Progress Account,حساب رأس المال قيد التنفيذ,
Capital Work in Progress,العمل الرأسمالي في التقدم,
Cash,نقد,
Cash Entry,الدخول النقدية,
Cash Flow,التدفق النقدي,
Cash/Bank Account,حساب النقد / البنك,
Cashier,أمين الصندوق,
Cashier Closing,إغلاق أمين الصندوق,
Cashier Closing Payments,مدفوعات إغلاق أمين الصندوق,
Catch All,قبض على الكل,
Category,فئة,
Category Details,تفاصيل التصنيف,
Category Name,اسم التصنيف,
Cellphone Number,رقم الهاتف المحمول,
Certificate,شهادة,
Certificate Details,تفاصيل الشهادة,
Certificate Limit,حد الشهادة,
Certificate No,شهادة رقم,
Certificate Required,الشهادة مطلوبة,
Change Amount,تغيير المبلغ,
Change this date manually to setup the next synchronization start date,قم بتغيير هذا التاريخ يدويًا لإعداد تاريخ بدء المزامنة التالي,
Channel Partner,شريك القناة,
Chargeable,خاضع للرسوم,
Charges Incurred,الرسوم المتكبدة,
Chart Of Accounts Template,نمودج  دليل الحسابات,
Chart Preview,معاينة الرسم البياني,
Chart Tree,شجرة الرسم البياني,
Chart of Accounts,الشجرة المحاسبية,
Chart of Accounts Importer,مخطط حسابات المستورد,
Chassis No,رقم الشاسيه,
Chat,الدردشة,
Check Supplier Invoice Number Uniqueness,التحقق من رقم الفتورة المرسلة من المورد مميز (ليس متكرر),
Check if it is a hydroponic unit,تحقق ما إذا كان هو وحدة الزراعة المائية,
Check if material transfer entry is not required,تحقق مما إذا كان إدخال نقل المواد غير مطلوب,
Check this to disallow fractions. (for Nos),حدد هذا الخيار لعدم السماح بالكسور مع الارقام (for Nos),
Cheque,شيك,
Cheque Date,تاريخ الشيك,
Cheque Height,ارتفاع الصك,
Cheque Number,رقم الشيك,
Cheque Print Template,نمودج طباعة الشيك,
Cheque Size,مقاس الصك,
Cheque Width,عرض الشيك,
Cheque/Reference Date,تاريخ الصك / السند المرجع,
Cheque/Reference No,رقم الصك / السند المرجع,
Child Docname,اسم الطفل,
Class / Percentage,الفئة / النسبة المئوية,
Clauses and Conditions,الشروط والأحكام,
Clear Table,مسح الجدول,
Clearance Date,تاريخ الاستحقاق,
Click on Import Invoices button once the zip file has been attached to the document. Any errors related to processing will be shown in the Error Log.,انقر على زر استيراد الفواتير بمجرد إرفاق الملف المضغوط بالوثيقة. سيتم عرض أي أخطاء متعلقة بالمعالجة في سجل الأخطاء.,
Client,عميل,
Close Issue After Days,اغلاق المشكلة بعد ايام,
Closed Document,وثيقة مغلقة,
Closed Documents,وثائق مغلقة,
Closing Account Head,اقفال حساب المركز الرئيسي,
Closing Amount,مبلغ الإغلاق,
Closing Balance,الرصيد الختامي,
Closing Date,تاريخ الاغلاق,
Closing Text,نص ختامي,
Code,رمز,
Collect Progress,اجمع التقدم,
Collection Factor (=1 LP),عامل التجميع (= 1 ليرة لبنانية),
Collection Rules,قواعد الجمع,
Collection Tier,مجموعة الصف,
Color,اللون,
Column Break,فاصل عمودي,
Column in Bank File,العمود في ملف البنك,
Commission,عمولة,
Commission Rate,نسبة العمولة,
Communication Medium,الاتصالات متوسطة,
Communication Medium Timeslot,الاتصالات المتوسطة Timeslot,
Communication Medium Type,الاتصالات المتوسطة النوع,
Companies,شركات,
Company,شركة,
Company Account,حساب الشركة,
Company Address,عنوان الشركة,
Company Address Name,اسم عنوان الشركة,
Company Bank Account,حساب بنك الشركة,
Company Description,وصف الشركة,
Company Email,البريد الإلكتروني الخاص بالشركة,
Company Logo,شعار الشركة,
Company registration numbers for your reference. Tax numbers etc.,ارقام تسجيل الشركة و ارقام ملفات الضرائب..... الخ,
Completed By,اكتمل بواسطة,
Completed Qty,الكمية المكتملة,
Completed Work Orders,أوامر العمل المكتملة,
Completion By,اكتمال بواسطة,
Completion Date,تاريخ الانتهاء,
Completion Status,استكمال الحالة,
Comprehensive Insurance,تأمين شامل,
Computer,الحاسوب,
Conditions will be applied on all the selected items combined. ,سيتم تطبيق الشروط على جميع العناصر المختارة مجتمعة.,
Confirmation Date,تاريخ التأكيد,
Consider Tax or Charge for,النظر في ضريبة أو رسم ل,
Consolidated,موحّد,
Consolidated Credit Note,مذكرة ائتمان موحدة,
Consolidated Financial Statement,القوائم المالية الموحدة,
Consolidated Sales Invoice,فاتورة المبيعات الموحدة,
Consultant,مستشار,
Consumed,مستهلك,
Consumed Items,العناصر المستهلكة,
Consumed Qty,تستهلك الكمية,
Contact,اتصال,
Contact Desc,الاتصال التفاصيل,
Contact Email,عنوان البريد الإلكتروني,
Contact HTML,الاتصال HTML,
Contact Info,معلومات الاتصال,
Contact Information,معلومات الاتصال,
Contact List,قائمة جهات الاتصال,
Contact Mobile No,الاتصال المحمول لا,
Contact Name,اسم جهة الاتصال,
Contact Person,الشخص الذي يمكن الاتصال به,
Content,محتوى,
Content Type,نوع المحتوى,
Contra Entry,الدخول كونترا,
Contract,عقد,
Contract Details,تفاصيل العقد,
Contract End Date,تاريخ نهاية العقد,
Contract Fulfilment Checklist,قائمة مراجعة إنجاز العقد,
Contract Period,مدة العقد,
Contract Template,قالب العقد,
Contract Template Fulfilment Terms,شروط استيفاء قالب العقد,
Contract Terms,شروط العقد,
Contract Terms and Conditions,شروط وأحكام العقد,
Contribution to Net Total,المساهمة في صافي إجمالي,
Control Action,التحكم في العمل,
Conversion Factor,معامل التحويل,
Conversion Rate,معدل التحويل,
Converted,تحويل,
Copied From,تم نسخها من,
Copy Fields to Variant,نسخ الحقول إلى متغير,
Corrective,تصحيحي,
Corrective Action,اجراء تصحيحي,
Corrective/Preventive,التصحيحية / الوقائية,
Cost Center,مركز التكلفة,
Cost Center Name,اسم مركز تكلفة,
Cost Center Number,رقم مركز التكلفة,
Cost of Goods Sold,تكلفة البضاعة المباعة,
Costing Amount,أجمالي الكلفة,
Costing Rate,سعر التكلفة,
Costing and Billing,التكلفة و الفواتير,
Count,عد,
Country of Origin,بلد المنشأ,
Coupon Code,رمز الكوبون,
Coupon Code Based,كود الكوبون,
Coupon Description,وصف القسيمة,
Coupon Name,اسم القسيمة,
Coupon Type,نوع الكوبون,
Create Chart Of Accounts Based On,إنشاء دليل الحسابات استنادا إلى,
Create Missing Party,إنشاء طرف مفقود,
Create Receiver List,إنشاء قائمة استقبال,
Create User Permission,إنشاء صلاحية المستخدم,
Credit,دائن,
Credit Amount,مبلغ دائن,
Credit Amount in Account Currency,المبلغ الدائن بعملة الحساب,
Credit Card Entry,إدخال بطاقة إئتمان,
Credit Days,الائتمان أيام,
Credit Limit,الحد الائتماني,
Credit Limit and Payment Terms,حدود الائتمان وشروط الدفع,
Credit Limits,حدود الائتمان,
Credit Months,أشهر الائتمان,
Credit Note,إشعار دائن,
Credit Note Issued,الائتمان مذكرة صادرة,
Credit To,دائن الى,
Credit in Company Currency,المدين في عملة الشركة,
Criteria Formula,معايير الصيغة,
Criteria Name,اسم المعايير,
Criteria Setup,إعداد المعايير,
Criteria Weight,معايير الوزن,
Currency Exchange,تصريف العملات,
Currency Exchange Settings,إعدادات صرف العملات,
Currency and Price List,العملة وقائمة الأسعار,
Current Address,العنوان الحالي,
Current Address Is,العنوان الحالي هو,
Current Amount,المبلغ الحالي,
Current Asset Value,قيمة الأصول الحالية,
Current BOM,قائمة المواد الحالية,
Current Exchange Rate,سعر الصرف الحالي,
Current Invoice End Date,تاريخ انتهاء الفاتورة الحالي,
Current Invoice Start Date,تاريخ بدء الفاتورة الحالي,
Current Qty,الكمية الحالية,
Current Serial No,الرقم التسلسلي الحالي,
Current State,الوضع الحالي,
Current Stock,المخزون الحالية,
Current Valuation Rate,معدل التقييم الحالي,
Custodian,وصي,
Custody,عهدة,
Custom,مخصص,
Custom Remarks,ملاحظات مخصصة,
Custom?,مخصص,
Customer,العميل,
Customer / Lead Address,العميل/ عنوان العميل المحتمل,
Customer Acquisition and Loyalty,اكتساب العملاء و الولاء,
Customer Address,عنوان العميل,
Customer Code,رمز العميل,
Customer Contact,معلومات اتصال العميل,
Customer Contact Email,البريد الالكتروني للعميل,
Customer Credit Balance,رصيد العميل,
Customer Credit Limit,حد ائتمان العميل,
Customer Details,تفاصيل العميل,
Customer Feedback,ملاحظات العميل,
Customer Group,مجموعة العميل,
Customer Group Name,أسم فئة العميل,
Customer Groups,مجموعات العميل,
